,channel_subscribers,video_id,video_title,video_duration,video_artiste,video_tags,video_likes,video_dislikes,no_of_comments,video_views
1360,11.2k,53951261,valentine_s_day_smashing_of_a_chubby_bitch,6 min,Bang9ja,"cumshot,cum,teen,black,hardcore,tits,blowjob,rough,doggystyle,deepthroat,big-ass,america,big-cock,big-dick,africa,nigeria,black-cock,ghana,naija", 86, 59,6,"107,888"
1361,11.2k,47327855,verification_video,3 min,Bang9ja,verification-video, 337, 237,5,"360,191"
1362,11.2k,49097433,new_naked_fuck_dance_style_in_africa,5 min,Bang9ja,"black,tits,hot,amateur,ebony,big-ass,america,amateurs,big-tits,usa,small-tits,africa,nigeria,ghana,natural-tits,naija", 209, 187,2,"344,692"
1363,11.2k,53741321,hot_fuck_with_my_neighbour_stubborn_daughter,6 min,Bang9ja,"cumshot,cum,teen,blowjob,rough,fuck,deepthroat,teens,pussyfucking,big-ass,america,loud,big-cock,africa,nigeria,black-cock,ghana,naija,neighbour-daughter", 85, 49,6,"81,650"
1364,11.2k,46501615,she_s_screaming_out_loud,3 min,Bang9ja,"porn,sex,teen,pussy,fucking,amateur,fuck,wet,ebony,dick,pussyfucking,girlfriend,america,amateurs,big-tits,usa,big-cock,africa,nigeria,naija", 571, 384,2,"772,830"
1365,11.2k,51522731,rough_homemade_fuck_with_big_tits_abuja_based_bitch_bella_the_betrayal_fuck_for_payment_,5 min,Bang9ja,"cumshot,cum,pussy,big,ebony,pussyfucking,big-ass,america,big-tits,london,big-cock,big-dick,big-boobs,africa,nigeria,ghana,naija,cum-in-her", 186, 134,0,"257,508"
1366,11.2k,51680541,bitch_couldn_t_stand_straight_after_getting_fucked_by_the_big_black_dick,6 min,Bang9ja,"pussy,black,fucking,big,blowjob,rough,fuck,deepthroat,ebony,pussyfucking,big-ass,america,london,big-cock,big-dick,africa,nigeria,black-cock,ghana,naija", 235, 207,5,"343,496"
1367,11.2k,49409235,the_best_hook_up_zone,30 sec,Bang9ja,"america,prostitute,usa,us,meet,africa,nigeria,ghana,naija,olosho,ashewo", 67, 46,2,"227,077"
1368,11.2k,44992001,100_level_student_get_auditioned_on_bang9ja,2 min,Bang9ja,"teen,pussy,fingering,homemade,fuck,student,ebony,teens,pussyfucking,horny,africa,naija", 53, 45,1,"113,532"
1369,11.2k,46206195,unilag_student_clean_shaved_pussy,41 sec,Bang9ja,"sex,teen,pussy,babe,shaved,fingering,fuck,student,ebony,nigeria", 74, 70,2,"85,682"
1370,11.2k,47657051,verification_video,25 sec,Bang9ja,verification-video, 37, 28,0,"39,095"
1371,11.2k,46203413,warri_babe_audition_on_bang9ja,97 sec,Bang9ja,"porn,sex,teen,pussy,fingering,fuck,ebony,masturbation,usa,africa,nigeria,naija", 13, 12,0,"39,998"
1372,11.2k,THUMBNUM,hook_up_with_hottest_chic_now_in_nigeria._for_more_follow_on_instagram_bang9jatv_or_whatsapp_09029994488..._5k_registration_before_hook_up,,,,0,0,0,
1373,5.4k,53477779,jennifer_s_journey,15 min,Nollyniozgate,"porno,teen,hardcore,sucking,threesome,ebony,groupsex,pussyfucking,big-ass,webcam,hardsex,big-tits,big-cock,big-dick,group-sex,big-boobs,anal-sex,nollywood,naija-porn,nollyniozgate", 377, 142,4,"216,790"
1374,5.4k,55747953,rude_boy_fuck_step_mum_to_stupor,12 min,Nollyniozgate,"porno,pussy,fucking,doggystyle,amateur,fingering,threesome,deepthroat,ebony,big-ass,webcam,big-tits,big-cock,big-dick,black-cock,anal-sex,nigeria-porn,naija-porn", 696, 283,16,"335,559"
1375,5.4k,53519705,sin_city,15 min,Nollyniozgate,"porno,hardcore,pornstar,threesome,ebony,teens,pussyfucking,big-ass,webcam,big-tits,pornography,big-cock,big-dick,group-sex,big-boobs,black-cock,anal-sex,nollywood,naija-porn,nollyniozgate", 228, 212,0,"163,832"
1376,5.4k,55855265,fuck_tour_1,12 min,Nollyniozgate,"porno,stockings,fucking,blowjob,ebony,pussyfucking,big-ass,webcam,hardsex,big-tits,big-cock,big-dick,group-sex,big-boobs,black-cock,anal-sex,nigeria-porn,naija-porn", 93, 53,1,"83,368"
1377,5.4k,53706993,nollyniozgate_behind_the_scene_6,14 min,Nollyniozgate,"porno,pussy,threesome,teens,pussyfucking,big-ass,big-tits,big-cock,big-dick,big-boobs,black-cock,nollywood,nigeria-porn,naija-porn,nollyniozgate", 67, 47,3,"35,445"
1378,5.4k,53879163,nolly_orgy_fuck_furry_,10 min,Nollyniozgate,"porno,fucking,sucking,fingering,threesome,ebony,teens,pussyfucking,big-ass,webcam,big-tits,pornography,big-cock,big-dick,big-boobs,nollywood,nigeria-porn,naija-porn,blue-film,nollyniozgate", 130, 102,4,"136,812"
1379,5.4k,53479731,jennifer_s_journey_2,14 min,Nollyniozgate,"porno,teen,fucking,hardcore,sucking,handjob,threesome,ebony,pussyfucking,big-ass,webcam,big-tits,big-cock,big-dick,group-sex,big-boobs,anal-sex,nollywood,naija-porn,nollyniozgate", 99, 96,2,"95,087"
1380,5.4k,53620617,nollyniozgate_behind_the_scene_4,12 min,Nollyniozgate,"ebony,nollywood,naija-porn,nollyniozgate", 167, 113,3,"143,254"
1381,5.4k,53606249,nollyniozgate_behind_the_scene_2,13 min,Nollyniozgate,"porn,porno,teen,pussy,fucking,hardcore,blowjob,threesome,pussyfucking,public,big-tits,pornography,big-cock,big-dick,big-boobs,black-cock,nollywood,naija-porn,nollyniozgate", 72, 61,1,"70,134"
1382,5.4k,53521751,sin_city_3,14 min,Nollyniozgate,"porno,teen,fucking,hardcore,fingering,homemade,threesome,hairy,ebony,big-ass,webcam,big-tits,pornography,big-cock,big-dick,big-boobs,natural-tits,nollywood,naija-porn,nollyniozgate", 100, 53,4,"59,161"
1383,5.4k,53404463,jane_fuck,2 min,Nollyniozgate,"porno,hardcore,fingering,wet,ebony,pussyfucking,big-ass,webcam,hardsex,big-tits,pornography,big-cock,big-dick,group-sex,big-boobs,anal-sex,nollywood,naija-porn,nollywood-porn,nollyniozgate", 131, 143,3,"115,310"
1384,5.4k,53466433,nollyniozgate_old_video_compilation_2,12 min,Nollyniozgate,"porno,fucking,hardcore,sexy,fingering,bigtits,ebony,teens,big-ass,webcam,big-tits,pornography,big-cock,big-dick,big-boobs,anal-sex,natural-tits,nollywood,naija-porn,nollyniozgate", 105, 57,3,"70,725"
1385,5.4k,55855341,fuck_tour_2,12 min,Nollyniozgate,"fucking,big,tattoo,ebony,big-ass,webcam,big-tits,bareback,big-cock,big-dick,big-boobs,nigeria-porn,naija-porn", 92, 42,1,"103,559"
1386,5.4k,53874563,endtime_house_boy_nolly_fuck_movie_,12 min,Nollyniozgate,"fucking,hardcore,threesome,ebony,teens,pussyfucking,lesbo,big-ass,webcam,hardsex,big-tits,big-cock,big-dick,group-sex,big-boobs,anal-sex,nollywood,nigeria-porn,naija-porn,nollyniozgate", 95, 57,1,"69,320"
1387,5.4k,53369323,chemistry_student_naija_porn_movie_,11 min,Nollyniozgate,"porno,pussy,hardcore,lesbians,handjob,doggystyle,fingering,hairy,masturbation,pussyfucking,public,big-ass,movies,film,big-tits,big-cock,nollywood,nigeria-porn,naija-porn,nollyniozgate", 165, 156,7,"164,090"
1388,5.4k,53529615,pussy_fountain,13 min,Nollyniozgate,"porn,porno,lesbians,blowjob,fingering,wet,threesome,ebony,teens,pussyfucking,big-ass,webcam,big-tits,pornography,big-cock,big-dick,big-boobs,anal-sex,nollywood,nollyniozgate", 90, 40,2,"61,992"
1389,5.4k,53428325,nolly_lesbian_naija_porn_movie_,6 min,Nollyniozgate,"porno,sex,fucking,hardcore,lesbians,sucking,doggystyle,fingering,ebony,pussyfucking,big-ass,webcam,big-tits,pornography,big-cock,big-dick,big-boobs,nollywood,naija-porn,nollyniozgate", 681, 464,5,"466,777"
1390,5.4k,53368193,nolly_mask_party_1,10 min,Nollyniozgate,"sex,doggystyle,fuck,wet,ebony,pussyfucking,big-ass,webcam,big-tits,big-dick,group-sex,black-cock,anal-sex,gay-sex,black-porn,nollywood,nigeria-porn,naija-porn,nollyniozgate", 20, 25,0,"35,903"
1391,5.4k,53778531,nollyniozgate_behind_the_scene_13,14 min,Nollyniozgate,"fucking,hardcore,handjob,fingering,threesome,groupsex,teens,pussyfucking,big-ass,big-tits,big-cock,big-dick,group-sex,big-boobs,anal-sex,nollywood,nigeria-porn,naija-porn,nollyniozgate", 88, 51,1,"50,233"
1392,5.4k,53717113,nollyniozgate_behind_the_scene_10,12 min,Nollyniozgate,"boobs,sucking,homemade,threesome,ebony,teens,big-ass,webcam,big-tits,big-cock,big-dick,group-sex,big-boobs,anal-sex,gay-sex,nollywood,nigeria-porn,naija-porn,nollyniozgate", 13, 6,0,"11,465"
1393,5.4k,53444747,nollyniozgate_old_home_made_compilation,12 min,Nollyniozgate,"porno,hardcore,sexy,sucking,doggystyle,tattoo,threesome,deepthroat,ebony,teens,big-ass,webcam,hardsex,big-tits,pornography,big-cock,big-dick,big-boobs,nollywood,nollyniozgate", 92, 64,4,"64,703"
1394,5.4k,53708527,nollyniozgate_behind_the_scene_8,12 min,Nollyniozgate,"hardcore,nollywood,nigeria-porn,naija-porn,nollyniozgate", 61, 57,1,"54,110"
1395,5.4k,53706515,nollyniozgate_behind_the_scene_5,12 min,Nollyniozgate,"porno,big-ass,big-tits,big-cock,big-dick,big-boobs,black-porn,nollywood,nigeria-porn,naija-porn,nollyniozgate", 43, 25,0,"33,727"
1396,5.4k,53489073,jennifer_s_journey_3,13 min,Nollyniozgate,"porno,teen,hardcore,sucking,fingering,threesome,ebony,pussyfucking,big-ass,webcam,big-tits,free,big-cock,big-dick,group-sex,small-tits,big-boobs,anal-sex,nollywood,nollyniozgate", 43, 32,0,"38,612"
1397,5.4k,53477083,trip_of_adenike,15 min,Nollyniozgate,"porno,hardcore,big,wet,teenie,threesome,ebony,teens,pussyfucking,big-ass,webcam,big-tits,big-cock,big-dick,group-sex,big-boobs,anal-sex,nollywood,naija-porn,nollyniozgate", 159, 95,2,"92,746"
1398,5.4k,53404281,nolly_mask_party,20 sec,Nollyniozgate,"hardcore,fuck,ebony,pussyfucking,party,big-ass,webcam,hardsex,big-tits,pornography,big-cock,big-dick,group-sex,big-boobs,black-cock,gay-sex,nollywood,naija-porn,nollyniozgate", 2, 1,0,"6,478"
1399,5.4k,53520105,sin_city_2,14 min,Nollyniozgate,"porno,fucking,hardcore,lesbians,fingering,threesome,ebony,teens,big-ass,webcam,big-tits,big-cock,big-dick,group-sex,big-boobs,black-cock,anal-sex,nollywood,nollyniozgate,sin-city", 45, 30,0,"49,520"
1400,5.4k,53716741,nollyniozgate_behind_the_scene_9,13 min,Nollyniozgate,"teen,hardcore,fingering,threesome,ebony,big-ass,webcam,hardsex,big-tits,big-cock,big-dick,group-sex,big-boobs,anal-sex,gay-sex,nollywood,nigeria-porn,naija-porn,nollyniozgate", 14, 9,1,"12,835"
1401,5.4k,53608793,nollyniozgate_behind_the_scene_3,12 min,Nollyniozgate,"hardcore,hardsex,nollywood,nollyniozgate", 37, 27,1,"20,268"
1402,5.4k,53605807,nollyniozgate_behind_the_scene_1,11 min,Nollyniozgate,"porno,teen,hardcore,sucking,shaved,fingering,threesome,pussyfucking,big-ass,big-tits,pornography,big-cock,big-dick,group-sex,big-boobs,anal-sex,nollywood,naija-porn,nollyniozgate", 47, 49,0,"40,340"
1403,5.4k,53522257,sin_city_4,13 min,Nollyniozgate,"porno,teen,fucking,hardcore,sucking,fingering,homemade,threesome,pussyfucking,public,big-ass,webcams,big-tits,big-cock,big-dick,group-sex,big-boobs,anal-sex,nollywood,nollyniozgate", 25, 22,1,"20,486"
1404,5.4k,53492449,jennifer_s_journey_4,13 min,Nollyniozgate,"porno,fucking,hardcore,sexy,fingering,threesome,ebony,teens,pussyfucking,big-ass,big-tits,big-cock,big-dick,group-sex,big-boobs,anal-sex,nollywood,nigeria-porn,naija-porn,nollyniozgate", 92, 60,4,"57,986"
1405,2.1k,57060161,sister_and_brother_fucking_while_elders_are_outside.,10 min,Queen Naija,"sex,hardcore,latina,sucking,blowjob,homemade,squirt,masturbation,asian,POV,sleeping,big-ass,indian,amateurs,desi,big-dick,black-cock,anal-sex,african-porn,naija-porn", 268, 181,9,"154,641"
1406,2.1k,57046923,beautiful_big_ass_get_banged_hardly_while_sleeping_in_her_room_deeply.,9 min,Queen Naija,"hardcore,latina,sucking,petite,doggystyle,homemade,masturbation,POV,sleeping,big-ass,indian,college,amateurs,desi,big-cock,big-boobs,black-cock,african-porn,naija-porn,nolly-porn", 547, 393,7,"336,102"
1407,2.1k,57055011,horny_guy_wake_up_sleeping_sister_and_cum_inside_her_pussy._and_fucked_her_hard.,10 min,Queen Naija,"teen,hardcore,sucking,panties,fingering,homemade,asian,POV,party,sleeping,big-ass,horny,indian,voyeur,college,amateurs,small-tits,black-cock,african-porn,naija-porn", 97, 87,3,"86,299"
1408,2.1k,57030439,big_ass_bbw_sucks_and_fucked_by_unknown_man_trying_to_help_her_with_money.,5 min,Queen Naija,"hardcore,hot,sucking,handjob,doggystyle,homemade,deepthroat,solo,POV,pussyfucking,mom,big-ass,horny,indian,amateurs,small-tits,black-cock,african-porn,naija-porn,nolly-porn", 39, 33,4,"37,468"
1409,2.1k,57033183,big_bbw_ass_horny_girl_wants_big_dick_in_her_fresh_pussy.,5 min,Queen Naija,"porno,cumshot,licking,hardcore,sucking,petite,shaved,homemade,masturbation,solo,POV,pussyfucking,mom,horny,indian,amateurs,black-porn,african-porn,naija-porn,nolly-porn", 42, 23,1,"27,595"
1410,2.1k,57053441,beautiful_black_lady_wanted_to_be_fucked_in_threesome.,4 min,Queen Naija,"porn,hardcore,sucking,petite,milf,handjob,fingering,threesome,squirt,POV,pussyfucking,big-ass,horny,indian,college,amateurs,desi,big-dick,small-tits,naija-porn", 132, 112,6,"46,448"
1411,2.1k,57281799,i_enjoy_to_fuck_my_colleague_hard_while_she_is_sleeping_drunken._queen_naija,10 min,Queen Naija,"hardcore,latina,sucking,creampie,amateur,homemade,squirt,ebony,asian,pussyfucking,tranny,sleeping,big-ass,college,big-cock,africa,nigeria,nigerian,black-cock", 24, 18,3,"13,801"
1412,2.1k,57276879,when_my_sister_is_not_at_home_my_best_colleague_always_takes_advantage_while_i_m_sleeping.,7 min,Queen Naija,"teen,fucking,hardcore,babe,interracial,doggystyle,fingering,homemade,threesome,pussyfucking,mom,sleeping,horny,college,free,africa,nigeria,black-cock,anal-sex", 111, 86,2,"84,925"
1413,2.1k,57035879,real_ebony_shows_up_her_tight_pussy_and_wants_double_penetration.,5 min,Queen Naija,"porn,cumshot,cum,hardcore,petite,homemade,ebony,POV,pussyfucking,party,mom,big-ass,horny,indian,amateurs,desi,big-cock,african-porn,naija-porn,nolly-porn", 98, 88,3,"40,130"
1414,2.1k,56839389,verification_video,32 sec,Queen Naija,verification-video, 14, 7,4,"7,457"
1415,2.1k,57279823,sister_is_fucked_while_she_sleeps_after_her_birthday_anniversary.,8 min,Queen Naija,"cumshot,hardcore,milf,blowjob,doggystyle,amateur,homemade,teenie,deepthroat,ebony,pussyfucking,sleeping,big-ass,college,cam,small-tits,nigeria,black-cock,anal-sex", 116, 82,2,"71,448"
1416,2.1k,57270973,young_queen_wake_up_from_her_sleep_sucks_big_dick_and_get_destroyed_mercilessly_in_her_room_during_some_rest._queen_naija,12 min,Queen Naija,"cum,hardcore,interracial,milf,handjob,amateur,homemade,threesome,sleeping,big-ass,indian,hardsex,bbw,big-cock,bbc,africa,nigeria,black-cock,naija,nolly", 457, 367,9,"227,345"
1417,2.1k,57172033,queen_get_banged_in_her_pussy.,2 min,Queen Naija,"anal,black,hardcore,sucking,interracial,blowjob,doggystyle,amateur,homemade,ebony,masturbation,mom,big-ass,horny,indian,big-tits,african,nigeria,black-cock,nolly", 76, 40,5,"40,283"
1418,2.1k,THUMBNUM,beautiful_queen_gives_the_hottest_blowjob.,,,,0,0,0,
1419,2.1k,57283539,african_queen_having_sex_with_her_friend_after_school.,8 min,Queen Naija,"hardcore,sucking,panties,doggystyle,amateur,homemade,threesome,deepthroat,ebony,pussyfucking,mom,bbw,african,big-cock,nigeria,black-girl,black-cock,natural-tits,nolly,nigerian-sex", 106, 90,3,"72,914"
1420,2k,57160889,kingjuninho_makes_ebony_teen_tap_out_taking_11inch_big_black_cock.,14 min,Africanchikito,"teen,pussy,hardcore,hot,sucking,petite,blowjob,slut,doggystyle,real,ebony,pussyfucking,whore,reality,amateurs,big-cock,big-dick,black-cock,kingjuninho", 120, 55,7,"49,182"
1421,2k,57290243,i_and_my_girl_invited_my_neighbor_to_house_party_and_fuck_them_multiple_angles_,21 min,Kingjuninho,"teen,fucking,hardcore,petite,blowjob,homemade,wife,wet,threesome,gangbang,whore,oral,big-ass,orgy,bbw,big-cock,big-dick,africa,nigeria,twerking", 585, 400,15,"316,237"
1422,2k,56518127,behind_the_scenes,6 min,Kingjuninho,"dildo,european,hot,milf,blowjob,doggystyle,homemade,mature,threesome,whore,hardsex,big-cock,black-cock", 449, 440,6,"362,160"
1423,2k,57194643,i_fucked_my_homegirl_so_hard_till_her_pussy_walls_cracked,6 min,Kingjuninho,"teen,pussy,hardcore,latina,petite,slut,shaved,amateur,young,ebony,pussyfucking,orgasm,big-cock,big-dick,small-tits,kingjuninho", 90, 63,1,"65,862"
1424,2k,56599613,my_25_year_old_stepsister_heartbroken_again_and_i_fucked_her,8 min,Kingjuninho,"pussy,hardcore,tits,pornstar,milf,slut,shaved,ebony,whore,bbw,big-tits,big-cock,big-boobs,africa,natural-tits", 558, 420,12,"363,593"
1425,2k,57005709,fat_africana_africanchikito_gave_me_my_favourite_and_burst_my_head,10 min,Kingjuninho,"fucking,sexy,milf,blowjob,mature,wife,fat,mom,big-ass,bbw,big-tits,ssbbw,big-dick,big-boobs,anal-sex,natural-tits,africanchikito", 989, 553,30,"517,226"
1426,2k,56678737,i_fucked_my_girlfriend_so_hard_and_tear_up_her_pussy,14 min,Kingjuninho,"hardcore,hot,sucking,milf,doggystyle,amateur,homemade,wife,ebony,big-ass,big-tits,big-cock,big-dick,black-cock,kingjuninho", 126, 70,1,"52,366"
1427,2k,56834917,she_invites_me_over_for_my_dick_and_she_s_in_love_with_it,13 min,Kingjuninho,"pussy,big,sexy,milf,slut,mature,ebony,asian,pussyfucking,whore,oral,bbw,big-dick,big-boobs,africa,nigeria,nollyporn,kingjuninho", 152, 96,1,"95,296"
1428,2k,56917625,she_invites_me_over_for_my_dick_and_she_s_in_love_with_it_part_2,12 min,Kingjuninho,"cumshot,creampie,milf,slut,doggystyle,shaved,mature,closeup,ebony,oral,big-ass,big-dick,big-boobs,natural-tits", 147, 104,5,"97,011"
1429,2k,57062413,africanchikito_entanglement_with_her_stepson_episode_1,20 min,Africanchikito,"milf,blowjob,doggystyle,mature,asian,fat,mom,big-ass,bbw,big-tits,ssbbw,big-cock,big-boobs,africa,stepmom,stepson,black-cock,anal-sex,natural-tits,africanchikito", 492, 144,48,"192,881"
1430,2k,56474753,verification_video,25 sec,Kingjuninho,verification-video, 23, 17,0,"18,270"
1431,1.8k,56924203,veuillez_me_contacter_pour_ma_prochaine_videoa,6 min,Queendella,"licking,lesbians,sucking,fingering,wet,masturbation,anal-sex", 12, 3,3,"6,067"
1432,1.8k,56565505,i_am_a_virgin,6 min,Queendella,"lesbian,hardcore,doggystyle,fingering,gangbang,anal-sex,bottle-fuck,mia-khalifa", 170, 119,28,"98,516"
1433,1.8k,THUMBNUM,am_sexy_romantic_charming_and_angelic,,,,0,0,0,
1434,1.8k,56508869,_,8 min,Queendella,"lesbian,hardcore,sucking,big-ass,indian,anal-sex", 50, 21,10,"37,916"
1435,1.8k,THUMBNUM,falling_angel_part_2,,,,0,0,0,
1436,1.8k,57260701,brother_having_sex_with_her_sister,10 min,Queendella,"cum,lesbian,licking,hardcore,sucking,fingering,wet,masturbation", 6, 4,1,"3,169"
1437,1.8k,56507935,i_need_a_good_fuck,6 min,Queendella,"lesbian,sucking,blowjob,wet,masturbation,anal-sex", 35, 18,8,"13,201"
1438,1.8k,THUMBNUM,suck_queendella,,,,0,0,0,
1439,1.8k,56386629,queendella_pussy,8 sec,Queendella,"sex,lesbian,pussyfucking,gangbang,hardsex,anal-sex", 2, 0,2,"1,092"
1440,1.8k,57193009,blood_all_over_my_pussy,5 min,Queendella,"cumshot,lesbian,licking,sucking,fingering,wet", 12, 2,2,"3,931"
1441,1.8k,56369805,verification_video,54 sec,Queendella,verification-video, 22, 4,2,"3,559"
1442,1.8k,56867053,fingering_little_girl,5 min,Queendella,"lesbian,sucking,doggystyle,fingering,big-ass,anal-sex", 146, 97,5,"119,558"
1443,1.8k,56508083,am_honeygreta_s_slut_train,5 min,Queendella,"lesbian,licking,hardcore,sexy,sucking,blowjob,doggystyle,fingering,hairy,asian,dick,indian,japanese,black-cock,anal-sex", 64, 49,14,"47,505"
1444,1.8k,56457117,if_you_can_fuck_well_contact_me_please,5 min,Queendella,"lesbian,blowjob,doggystyle,gangbang,anal-sex,free-porn", 64, 23,22,"32,694"
1445,1.7k,56493949,african_bangers_after_a_brief_lockdown_opening_hard_fuck,6 min,African Bangers,"pussy,milf,deepthroat,ebony,beautiful,big-dick", 569, 355,18,"368,663"
1446,1.7k,56494055,african_bangers_giving_that_ebony_teen_a_hardcore_she_taps_out_of_the_monster_dick,6 min,African Bangers,"cumshot,sucking,milf,fingering,deepthroat,ebony,big-ass,big-cock,the-queens-show", 205, 138,6,"161,096"
1447,1.7k,56487787,i_fisted_my_step_mom_pussy_and_got_her_pussy_destroyed_with_my_bbc_african_bangers,6 min,African Bangers,"pussy,sucking,interracial,pussyfucking,fisting,bbw", 177, 134,3,"148,844"
1448,1.7k,56483389,fashion_loving_ebony_gets_fucked_by_her_boyfriend_after_seeing_her_sexy_dress_african_bangers,10 min,The Queens Show,"black,doggystyle,ebony,pussyfucking", 1.7k, 1.2k,34,"1,146,866"
1449,1.7k,56095809,pissed_off_girlfriend_gets_destroyed_with_a_large_cock_in_her_pussy_and_a_hot_cum_on_pussy_african_bangers,10 min,The Queens Show,"black,hardcore,blowjob,doggystyle,ebony,pussyfucking,africa,black-cock,naija", 713, 528,20,"463,837"
